date,user,is_retweet,is_quote,text,quoted_text
2020-05-29 11:55:47,ACROPOLITESSE,True,True,RT @CorinneReverbel: « Le principal auteur de cette étude, spécialiste de chirurgie cardiovasculaire M. Mehra, dissimule le fait que l’hôpi…,Remarquable billet de @LMucchielli !

@CorinneReverbel @DelayeJerome @EtienneLantier2 @LezatDarcourt @jadorelanight @JB21_63 @JM_french_hitch @Votlin @PierreL81 @PlanetOheme @ChrisPresque @Gx21OM1 @Bastian130 @ArtLeroux @JM_french_hitch @jpmaucourant  

https://t.co/LYG1sEeyST
2020-05-29 11:55:49,Doloris_13,False,False,@dr_l_alexandre @realDonaldTrump @jattali @OlivierBabeau @JP_O @ivanrioufol @pmcouteaux @briceculturier @louis_aliot @FerghaneA @FrigideBarjot Tout est possible. Gilead a bien tué le Lancet...,
2020-05-29 11:55:51,barbara2121,False,False,Yale’s COVID-19 inpatient protocol: Hydroxychloroquine plus/minus tocilizumab https://t.co/iKGS0noOAn Very interesting. Did $3M Gilead gave NIH influence decision to promote Remdesivir and prohibit Hydroxychloroquine?,
2020-05-29 11:55:52,EdomwonyiE,True,True,RT @gtconway3d: My wife and I own no individual stocks and we even had to sell our state municipal **money funds** because she works for th…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:55:53,Dweedz1,True,False,RT @Alexand64744343: @YingYan30305600 @Dweedz1 @otecam92 @worldfflyer @ladoe_ @Chlamydia0 @FHTUSVELD @zenutopia1 @TomQuezmar @moon_bio @Sta…,
2020-05-29 11:55:54,Altai_Armande,True,True,RT @philmoi: Mon ami Pharmacien confirme le Remdesivir du laboratoire américain Gilead l’un des traitements éventuels contre le #Covid-19 c…,Mon collègue Pharmacien m’a confirmé que le traitement de 10 jours de Plaquénil +Azithromycine préconisé par mon Confrère le Professeur ⁦@raoult_didier⁩ en début d’infection par le #COVID-19 coûte la somme astronomique de 13 euros .Avant la prise de ce traitement faire ECG https://t.co/Ii3DgyFzJa
2020-05-29 11:55:55,PasRodique,False,False,Bandeau pour les Yeux https://t.co/YPsKDSEIzZ via @YouTube ...  Vite!  Vite!  Arrêtons l'hydroxychloroquine a dit l'OMS ! 
"Oui Oui" a dit Véran ...!!! 
... Mais .... C'était une étude bidon 
 Oms et Véran  ... "Nous ne changeons rien ..." 
Gilead a pas encore payé ?,
2020-05-29 11:55:55,arun4513,False,False,Combination of Genentech’s Actemra, Gilead’s Remdesivir Enters Phase III Trial for Treatment of Severe COVID-19 https://t.co/FSgEfXWJye via @clinicalomics,
2020-05-29 11:55:58,udunnomehdowd,True,False,RT @rapplerdotcom: There are now 110 candidate vaccines for COVID-19, which the DOH is eyeing to be given primarily to 'vulnerable' sectors…,
2020-05-29 11:56:00,Olawale52633713,False,False,Yahoo guy impregnate sars daughter na the matter we dey settle since .no vex say ino dey reply una. https://t.co/XUUt73Yv1r,
2020-05-29 11:56:02,JordanGrist2,False,False,@Declaaaan Ino mate look a right cunt,
2020-05-29 11:56:06,Jlhrdhcotuit,True,True,RT @lotsofuss: Arrest this guy.,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:07,anjyu0314,True,False,RT @zomayuan: Destroyed!🎸

#GGXX #ギルティ #INO #イノ https://t.co/83e1FIrS7h,
2020-05-29 11:56:08,EstebanMichaels,True,True,RT @NormEisen: Wait,what? 

I was in charge of policing conflicts in the Obama White House. 

If somebody had come to me with this package…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:09,CoppaPlaccata,True,False,RT @silvano_trotta: Le fameux professeur Mandeep R. Mehra qui a compulsé l'étude honteuse du Lancet, a participé à une journée à Barcelone…,
2020-05-29 11:56:13,flechalmeida,False,False,@VoteCerebro @jlsantana @mbastiat Cerebro, Larreta te sopló alguna novia en tu adolescencia? Tiene rosca y jamás diría que es un ejemplo de transparencia, obviamente, pero dejate de joder. Decir que el kirchnerismo es menos corrupto y dañino es vivir adentro de una escafandra y desconocer al PJ Bonaerense.,
2020-05-29 11:56:21,JulieKels408,True,True,RT @NormEisen: Wait,what? 

I was in charge of policing conflicts in the Obama White House. 

If somebody had come to me with this package…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:23,RickGre65152764,True,True,RT @gtconway3d: My wife and I own no individual stocks and we even had to sell our state municipal **money funds** because she works for th…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:27,ChristieBenish,True,True,RT @gtconway3d: My wife and I own no individual stocks and we even had to sell our state municipal **money funds** because she works for th…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:29,lukc007,False,False,@jkmcnk Mogoče v samem principu res, v praksi pa je taka politika nepragmatična, da boli. Vseh teh načel ne bi mogli izvajati tudi, če bi imeli veliko večino v parlamentu, razen pod pogojem, da se celotna svetovna ureditev spremeni. Tako da...get real.,
2020-05-29 11:56:29,stengel,True,True,RT @NormEisen: Wait,what? 

I was in charge of policing conflicts in the Obama White House. 

If somebody had come to me with this package…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:32,IRIS_SUP_,True,False,RT @InstitutIRIS: 📄 - Observatoire Business &amp; Géopolitique -
Les leçons de l'affaire #Sanofi. Quelle hiérarchie des normes dans un monde de…,
2020-05-29 11:56:37,katieKeys17,True,True,RT @NormEisen: Wait,what? 

I was in charge of policing conflicts in the Obama White House. 

If somebody had come to me with this package…,NEW: Marc Short, the chief of staff to Vice President Pence, owns between $506,043 and $1.64 million worth of stocks in companies doing work linked to the Trump administration's pandemic response — including 3M, Abbott Labs and Gilead. https://t.co/zVMrffUASg
2020-05-29 11:56:39,GwenieB66,True,True,RT @NormEisen: Wait,what? 

I was in charge of policing conflicts in the Obama White House. 

