date,user,is_retweet,is_quote,text,quoted_text
2020-06-09 00:52:40,NarutoHentaiFR,False,False,Sasuke adore baiser les meufs des autres, quel salaud💖❤️😍💞

 | #Naruto | #Hentai  | #Sakura | #Hinata  | #Ino | #Sasuke

@Hinata_HyugaXXX 
@Hot_Hinata 
@Sakura52069  
@Little_Uchiha_S 
@LordNarutoKage 
@Hello818580891  
@Sakuraharuno_29 
@Slut_Ino1 
@leafscockslayer https://t.co/a6Yb7F5KxF,
2020-06-09 00:52:56,andonibarreno,False,False,Vaya marrón.
-...
Qué presión.
-...
Estoy hasta el cuello.
-...
Todo al negro.
-...
Pero ríete, moreno, que pareces un pingüino disecao. https://t.co/XwTcB1YGep,
2020-06-09 00:53:06,valbailub,True,True,RT @lobbycoorg: #FinancialSuffragettes!... Time for a #HomemakersWAGE!... not just for a few months after having a baby, either!... https:/…,Oh my, it's like living in Gilead isn't it girls??!!...
2020-06-09 00:53:14,kirinolucuu,True,False,RT @eskalokal: Ino masih bosen. https://t.co/TH57xDWwxV,
2020-06-09 00:53:35,rob_miller12345,True,True,RT @RomanaVolny: @anatinaaa7000 @rob_miller12345 Do not take any of the new-generation vaccines. Here is why:
https://t.co/ep9vLWOoUZ,1/10 IMPORTANT INFO ABOUT NEW MRNA VACCINES: Anette Lillinger – German Naturopath
For all my patients:
I would like to urgently draw your attention to important issues regarding upcoming Covid-19 vaccination:
Over the past 20 years, patients came to me again and again, who had...
2020-06-09 00:53:45,UnAgroUrbano,True,False,RT @UnAgroUrbano: Un virus más dañino que el #COVID19 somos nosotros mismos #UnidadMundialContraCOVID19,
2020-06-09 00:53:46,dan_sollza,False,True,Que dia que essa fada ficaria em #2! Foi #1 na prova chunin e é #1 no meu coração.,🏆 - TOP 50 kunoichis mais queridas e bonitas de Naruto 

#2 Ino Yamanaka https://t.co/vZotHy983b
2020-06-09 00:53:52,BttmMenSCL,False,False,@limoncito_acido Yo también tengo cercanos en que sus veterinarios les dijeron exactamente lo mismo! El whiskas es lo peor que puedes darle a tus gatos!.. El Royal canin o Hills son los mejores, o algo bueno y barato y menos dañino es el Catshow... #WhiskasMataATuGato,
2020-06-09 00:54:34,lazygwnius,False,True,:: eu amo,/ : Eu o sai + ino 🤙
